StateCode,CountyName,PlanIDStandardComponent,PlanType,MedicalDeductibleIndividual,MedicalDeductibleFamilySt,MedicalMaximumOutOfPocket,count
IN,Tipton,33380IN0020002,HMO,3000,6000,4500,23790
IN,Tipton,33380IN0020003,HMO,2500,5000,6350,23791
IN,Tipton,33380IN0020004,HMO,2000,4000,5750,23792
IN,Tipton,33380IN0020005,HMO,4500,9000,6200,23793
IN,Tipton,33380IN0020006,HMO,6000,12000,6850,23784
IN,Tipton,33380IN0020009,HMO,2500,5000,5000,23794
IN,Tipton,33380IN0020011,HMO,6500,13000,6500,23795
IN,Tipton,33380IN0040001,HMO,750,1500,6000,23796
IN,Tipton,33380IN0040002,HMO,2000,4000,5750,23797
IN,Tipton,33380IN0040003,HMO,6000,12000,6850,23798
IN,Tipton,36373IN0020001,EPO,1000,2000,6850,23799
IN,Tipton,36373IN0020002,EPO,3000,6000,6500,23800
IN,Tipton,36373IN0020003,EPO,2000,4000,6850,23801
IN,Tipton,36373IN0020004,EPO,3500,7000,6850,23802
IN,Tipton,36373IN0020005,EPO,4500,9000,6850,23804
IN,Tipton,36373IN0020006,EPO,5500,11000,6500,23805
IN,Tipton,36373IN0020007,EPO,6500,13000,6850,23806
IN,Tipton,36373IN0020008,EPO,0,0,6850,23807
IN,Tipton,36373IN0020009,EPO,2000,4000,6500,23808
IN,Tipton,50816IN0200001,HMO,2000,4000,6850,23809
IN,Tipton,50816IN0200004,HMO,2500,5000,6850,23810
IN,Tipton,50816IN0200007,HMO,3500,7000,4500,23811
IN,Tipton,50816IN0200010,HMO,3750,7500,6550,23812
IN,Tipton,50816IN0200013,HMO,5000,10000,6850,23813
IN,Tipton,50816IN0200016,HMO,6000,12000,6550,23814
IN,Tipton,50816IN0200022,HMO,1250,2500,6850,23815
IN,Tipton,50816IN0200025,HMO,6850,13700,6850,23816
IN,Tipton,50816IN0230010,POS,5000,10000,6850,23817
IN,Tipton,54192IN0010001,HMO,1000,2000,2000,23818
IN,Tipton,54192IN0010003,HMO,3500,7000,6500,23819
IN,Tipton,54192IN0010005,HMO,6650,13300,6850,23820
IN,Tipton,54192IN0020001,HMO,1000,2000,2000,23821
IN,Tipton,54192IN0020003,HMO,3500,7000,6500,23822
IN,Tipton,54192IN0020005,HMO,6650,13300,6850,23823
IN,Tipton,62033IN0010001,HMO,4800,9600,6850,23824
IN,Tipton,62033IN0010002,HMO,2500,5000,5500,23825
IN,Tipton,62033IN0010003,HMO,1500,3000,3500,23826
IN,Tipton,62033IN0010004,HMO,6200,12400,6850,23827
IN,Tipton,62033IN0010005,HMO,5000,10000,6600,23828
IN,Tipton,62033IN0010031,HMO,3500,7000,6000,23830
IN,Tipton,62033IN0020001,HMO,4800,9600,6850,23831
IN,Tipton,62033IN0020002,HMO,2500,5000,5500,23832
IN,Tipton,62033IN0020003,HMO,1500,3000,3500,23833
IN,Union,17575IN0700020,HMO,6250,12500,6850,23834
IN,Union,17575IN0700021,HMO,4850,9700,6850,23829
IN,Union,17575IN0700023,HMO,6400,12800,6850,23835
IN,Union,17575IN0700024,HMO,6300,12600,6300,23836
IN,Union,17575IN0700025,HMO,4500,9000,6300,23837
IN,Union,17575IN0700026,HMO,3500,7000,5250,23838
IN,Union,17575IN0700027,HMO,2500,5000,6850,23839
IN,Union,17575IN0700028,HMO,3000,6000,4000,23840
IN,Union,17575IN0700029,HMO,6850,13700,6850,23841
IN,Union,17575IN0700030,HMO,1500,3000,3450,23842
IN,Union,17575IN0700031,HMO,5850,11700,6850,23843
IN,Union,17575IN0700032,HMO,4950,9900,6850,23844
IN,Union,17575IN0700033,HMO,6850,13700,6850,23846
IN,Union,17575IN0700034,HMO,4250,8500,5250,23847
IN,Union,17575IN0760002,POS,5000,10000,6850,23848
IN,Union,17575IN0930005,HMO,2000,4000,6850,23849
IN,Union,17575IN0930006,HMO,1000,2000,6000,23850
IN,Union,36373IN0020001,EPO,1000,2000,6850,23851
IN,Union,36373IN0020002,EPO,3000,6000,6500,23852
IN,Union,36373IN0020003,EPO,2000,4000,6850,23853
IN,Union,36373IN0020004,EPO,3500,7000,6850,23854
IN,Union,36373IN0020005,EPO,4500,9000,6850,23856
IN,Union,36373IN0020006,EPO,5500,11000,6500,23857
IN,Union,36373IN0020007,EPO,6500,13000,6850,23858
IN,Union,36373IN0020008,EPO,0,0,6850,23859
IN,Union,36373IN0020009,EPO,2000,4000,6500,23860
IN,Union,62033IN0010001,HMO,4800,9600,6850,23861
IN,Union,62033IN0010002,HMO,2500,5000,5500,23862
IN,Union,62033IN0010003,HMO,1500,3000,3500,23863
IN,Union,62033IN0010004,HMO,6200,12400,6850,23864
IN,Union,62033IN0010005,HMO,5000,10000,6600,23865
IN,Union,62033IN0010031,HMO,3500,7000,6000,23866
IN,Union,62033IN0020001,HMO,4800,9600,6850,23867
IN,Union,62033IN0020002,HMO,2500,5000,5500,23868
IN,Union,62033IN0020003,HMO,1500,3000,3500,23869
IN,Vanderburgh,17575IN0700020,HMO,6250,12500,6850,23870
IN,Vanderburgh,17575IN0700021,HMO,4850,9700,6850,23871
IN,Vanderburgh,17575IN0700023,HMO,6400,12800,6850,23872
IN,Vanderburgh,17575IN0700024,HMO,6300,12600,6300,23873
IN,Vanderburgh,17575IN0700025,HMO,4500,9000,6300,23874
IN,Vanderburgh,17575IN0700026,HMO,3500,7000,5250,23875
IN,Vanderburgh,17575IN0700027,HMO,2500,5000,6850,23877
IN,Vanderburgh,17575IN0700028,HMO,3000,6000,4000,23878
IN,Vanderburgh,17575IN0700029,HMO,6850,13700,6850,23879
IN,Vanderburgh,17575IN0700030,HMO,1500,3000,3450,23880
IN,Vanderburgh,17575IN0700031,HMO,5850,11700,6850,23881
IN,Vanderburgh,17575IN0700032,HMO,4950,9900,6850,23882
IN,Vanderburgh,17575IN0700033,HMO,6850,13700,6850,23883
IN,Vanderburgh,17575IN0700034,HMO,4250,8500,5250,23884
IN,Vanderburgh,17575IN0760002,POS,5000,10000,6850,23885
IN,Vanderburgh,17575IN0930005,HMO,2000,4000,6850,23886
IN,Vanderburgh,17575IN0930006,HMO,1000,2000,6000,23887
IN,Vanderburgh,33380IN0020001,HMO,750,1500,6000,23888
IN,Vanderburgh,33380IN0020002,HMO,3000,6000,4500,23889
IN,Vanderburgh,33380IN0020003,HMO,2500,5000,6350,23890
IN,Vanderburgh,33380IN0020004,HMO,2000,4000,5750,23892
IN,Vanderburgh,33380IN0020005,HMO,4500,9000,6200,23893
IN,Vanderburgh,33380IN0020006,HMO,6000,12000,6850,23894
IN,Vanderburgh,33380IN0020009,HMO,2500,5000,5000,23895
IN,Vanderburgh,33380IN0020011,HMO,6500,13000,6500,23896
IN,Vanderburgh,33380IN0040001,HMO,750,1500,6000,23891
IN,Vanderburgh,33380IN0040002,HMO,2000,4000,5750,23897
IN,Vanderburgh,33380IN0040003,HMO,6000,12000,6850,23898
IN,Vanderburgh,36373IN0020001,EPO,1000,2000,6850,23899
IN,Vanderburgh,36373IN0020002,EPO,3000,6000,6500,23900
IN,Vanderburgh,36373IN0020003,EPO,2000,4000,6850,23902
IN,Vanderburgh,36373IN0020004,EPO,3500,7000,6850,23903
IN,Vanderburgh,36373IN0020005,EPO,4500,9000,6850,23904
IN,Vanderburgh,36373IN0020006,EPO,5500,11000,6500,23905
IN,Vanderburgh,36373IN0020007,EPO,6500,13000,6850,23901
IN,Vanderburgh,36373IN0020008,EPO,0,0,6850,21770
IN,Vanderburgh,36373IN0020009,EPO,2000,4000,6500,23906
IN,Vanderburgh,62033IN0010001,HMO,4800,9600,6850,23907
IN,Vanderburgh,62033IN0010002,HMO,2500,5000,5500,23908
IN,Vanderburgh,62033IN0010003,HMO,1500,3000,3500,23909
IN,Vanderburgh,62033IN0010004,HMO,6200,12400,6850,23910
IN,Vanderburgh,62033IN0010005,HMO,5000,10000,6600,23911
IN,Vanderburgh,62033IN0010031,HMO,3500,7000,6000,23912
IN,Vanderburgh,62033IN0020001,HMO,4800,9600,6850,23913
IN,Vanderburgh,62033IN0020002,HMO,2500,5000,5500,23914
IN,Vanderburgh,62033IN0020003,HMO,1500,3000,3500,23915
IN,Vanderburgh,76179IN0110001,EPO,1000,2000,6350,23916
IN,Vanderburgh,76179IN0110002,EPO,5500,11000,6500,23917
IN,Vanderburgh,76179IN0110003,EPO,6500,13000,6500,23918
IN,Vanderburgh,76179IN0110005,EPO,4500,9000,6500,23920
IN,Vanderburgh,76179IN0110006,EPO,6800,13600,6800,23921
IN,Vanderburgh,76179IN0110007,EPO,6800,13600,6800,23922
IN,Vanderburgh,76179IN0120001,EPO,5500,11000,6500,23923
IN,Vanderburgh,76179IN0120002,EPO,6500,13000,6500,23925
IN,Vanderburgh,76179IN0120004,EPO,4500,9000,6500,23926
IN,Vanderburgh,76179IN0120005,EPO,6800,13600,6800,23927
IN,Vanderburgh,76179IN0120006,EPO,6800,13600,6800,23928
IN,Vanderburgh,76179IN0130001,EPO,5500,11000,6500,23930
IN,Vanderburgh,76179IN0130002,EPO,6500,13000,6500,23931
IN,Vanderburgh,76179IN0130004,EPO,4500,9000,6500,23932
IN,Vanderburgh,76179IN0130005,EPO,6800,13600,6800,23933
IN,Vanderburgh,76179IN0130006,EPO,6800,13600,6800,23919
IN,Vermillion,17575IN0700020,HMO,6250,12500,6850,23924
IN,Vermillion,17575IN0700021,HMO,4850,9700,6850,23929
IN,Vermillion,17575IN0700023,HMO,6400,12800,6850,23934
IN,Vermillion,17575IN0700024,HMO,6300,12600,6300,23935
IN,Vermillion,17575IN0700025,HMO,4500,9000,6300,23936
IN,Vermillion,17575IN0700026,HMO,3500,7000,5250,23937
IN,Vermillion,17575IN0700027,HMO,2500,5000,6850,23938
IN,Vermillion,17575IN0700028,HMO,3000,6000,4000,23939
IN,Vermillion,17575IN0700029,HMO,6850,13700,6850,23940
IN,Vermillion,17575IN0700030,HMO,1500,3000,3450,23941
IN,Vermillion,17575IN0700031,HMO,5850,11700,6850,23942
IN,Vermillion,17575IN0700032,HMO,4950,9900,6850,23943
IN,Vermillion,17575IN0700033,HMO,6850,13700,6850,23945
IN,Vermillion,17575IN0700034,HMO,4250,8500,5250,23946
IN,Vermillion,17575IN0760002,POS,5000,10000,6850,23947
IN,Vermillion,17575IN0930005,HMO,2000,4000,6850,23948
IN,Vermillion,17575IN0930006,HMO,1000,2000,6000,23949
IN,Vermillion,33380IN0020001,HMO,750,1500,6000,23950
IN,Vermillion,33380IN0020002,HMO,3000,6000,4500,23951
IN,Vermillion,33380IN0020003,HMO,2500,5000,6350,23952
IN,Vermillion,33380IN0020004,HMO,2000,4000,5750,23953
IN,Vermillion,33380IN0020005,HMO,4500,9000,6200,23954
IN,Vermillion,33380IN0020006,HMO,6000,12000,6850,23955
IN,Vermillion,33380IN0020009,HMO,2500,5000,5000,23956
IN,Vermillion,33380IN0020011,HMO,6500,13000,6500,23957
IN,Vermillion,33380IN0040001,HMO,750,1500,6000,23958
IN,Vermillion,33380IN0040002,HMO,2000,4000,5750,23960
IN,Vermillion,33380IN0040003,HMO,6000,12000,6850,23961
IN,Vermillion,36373IN0020001,EPO,1000,2000,6850,23962
IN,Vermillion,36373IN0020002,EPO,3000,6000,6500,23963
IN,Vermillion,36373IN0020003,EPO,2000,4000,6850,23965
IN,Vermillion,36373IN0020004,EPO,3500,7000,6850,23966
IN,Vermillion,36373IN0020005,EPO,4500,9000,6850,23967
IN,Vermillion,36373IN0020006,EPO,5500,11000,6500,23968
IN,Vermillion,36373IN0020007,EPO,6500,13000,6850,23964
IN,Vermillion,36373IN0020008,EPO,0,0,6850,21775
IN,Vermillion,36373IN0020009,EPO,2000,4000,6500,23969
IN,Vermillion,62033IN0010001,HMO,4800,9600,6850,23970
IN,Vermillion,62033IN0010002,HMO,2500,5000,5500,23971
IN,Vermillion,62033IN0010003,HMO,1500,3000,3500,23972
IN,Vermillion,62033IN0010004,HMO,6200,12400,6850,23973
IN,Vermillion,62033IN0010005,HMO,5000,10000,6600,23974
IN,Vermillion,62033IN0010031,HMO,3500,7000,6000,23975
IN,Vermillion,62033IN0020001,HMO,4800,9600,6850,23976
IN,Vermillion,62033IN0020002,HMO,2500,5000,5500,23977
IN,Vermillion,62033IN0020003,HMO,1500,3000,3500,23978
IN,Vigo,17575IN0700020,HMO,6250,12500,6850,23979
IN,Vigo,17575IN0700021,HMO,4850,9700,6850,23980
IN,Vigo,17575IN0700023,HMO,6400,12800,6850,23981
IN,Vigo,17575IN0700024,HMO,6300,12600,6300,23982
IN,Vigo,17575IN0700025,HMO,4500,9000,6300,23983
IN,Vigo,17575IN0700026,HMO,3500,7000,5250,23984
IN,Vigo,17575IN0700027,HMO,2500,5000,6850,23985
IN,Vigo,17575IN0700028,HMO,3000,6000,4000,23986
IN,Vigo,17575IN0700029,HMO,6850,13700,6850,23987
IN,Vigo,17575IN0700030,HMO,1500,3000,3450,23988
IN,Vigo,17575IN0700031,HMO,5850,11700,6850,23989
IN,Vigo,17575IN0700032,HMO,4950,9900,6850,23990
IN,Vigo,17575IN0700033,HMO,6850,13700,6850,23991
IN,Vigo,17575IN0700034,HMO,4250,8500,5250,23992
IN,Vigo,17575IN0760002,POS,5000,10000,6850,23994
IN,Vigo,17575IN0930005,HMO,2000,4000,6850,23995
IN,Vigo,17575IN0930006,HMO,1000,2000,6000,23996
IN,Vigo,33380IN0020001,HMO,750,1500,6000,23997
IN,Vigo,33380IN0020002,HMO,3000,6000,4500,23998
IN,Vigo,33380IN0020003,HMO,2500,5000,6350,23999
IN,Vigo,33380IN0020005,HMO,4500,9000,6200,24001
IN,Vigo,33380IN0020006,HMO,6000,12000,6850,24002
IN,Vigo,33380IN0020009,HMO,2500,5000,5000,24004
IN,Vigo,33380IN0020011,HMO,6500,13000,6500,24005
IN,Vigo,33380IN0040001,HMO,750,1500,6000,24006
IN,Vigo,33380IN0040002,HMO,2000,4000,5750,24007
IN,Vigo,33380IN0040003,HMO,6000,12000,6850,24008
IN,Vigo,36373IN0020001,EPO,1000,2000,6850,23959
IN,Vigo,36373IN0020002,EPO,3000,6000,6500,24009
IN,Vigo,36373IN0020003,EPO,2000,4000,6850,24010
IN,Vigo,36373IN0020004,EPO,3500,7000,6850,24011
IN,Vigo,36373IN0020005,EPO,4500,9000,6850,24012
IN,Vigo,36373IN0020006,EPO,5500,11000,6500,24003
IN,Vigo,36373IN0020007,EPO,6500,13000,6850,24013
IN,Vigo,36373IN0020008,EPO,0,0,6850,24014
IN,Vigo,36373IN0020009,EPO,2000,4000,6500,24015
IN,Vigo,62033IN0010001,HMO,4800,9600,6850,24016
IN,Vigo,62033IN0010002,HMO,2500,5000,5500,24017
IN,Vigo,62033IN0010003,HMO,1500,3000,3500,24018
IN,Vigo,62033IN0010004,HMO,6200,12400,6850,24019
IN,Vigo,62033IN0010005,HMO,5000,10000,6600,24020
IN,Vigo,62033IN0010031,HMO,3500,7000,6000,24021
IN,Vigo,62033IN0020001,HMO,4800,9600,6850,24022
IN,Vigo,62033IN0020002,HMO,2500,5000,5500,24023
IN,Vigo,62033IN0020003,HMO,1500,3000,3500,24024
IN,Wabash,17575IN0700020,HMO,6250,12500,6850,24025
IN,Wabash,17575IN0700021,HMO,4850,9700,6850,24026
IN,Wabash,17575IN0700023,HMO,6400,12800,6850,24027
IN,Wabash,17575IN0700024,HMO,6300,12600,6300,24029
IN,Wabash,17575IN0700025,HMO,4500,9000,6300,24030
IN,Wabash,17575IN0700026,HMO,3500,7000,5250,24031
IN,Wabash,17575IN0700027,HMO,2500,5000,6850,24032
IN,Wabash,17575IN0700028,HMO,3000,6000,4000,24034
IN,Wabash,17575IN0700029,HMO,6850,13700,6850,24035
IN,Wabash,17575IN0700030,HMO,1500,3000,3450,24036
IN,Wabash,17575IN0700031,HMO,5850,11700,6850,24037
IN,Wabash,17575IN0700032,HMO,4950,9900,6850,24038
IN,Wabash,17575IN0700033,HMO,6850,13700,6850,24033
IN,Wabash,17575IN0700034,HMO,4250,8500,5250,24040
IN,Wabash,17575IN0760002,POS,5000,10000,6850,24041
IN,Wabash,17575IN0930005,HMO,2000,4000,6850,24042
IN,Wabash,17575IN0930006,HMO,1000,2000,6000,24043
IN,Wabash,36373IN0020001,EPO,1000,2000,6850,24044
IN,Wabash,36373IN0020002,EPO,3000,6000,6500,24045
IN,Wabash,36373IN0020003,EPO,2000,4000,6850,24046
IN,Wabash,36373IN0020004,EPO,3500,7000,6850,24047
IN,Wabash,36373IN0020005,EPO,4500,9000,6850,24048
IN,Wabash,36373IN0020006,EPO,5500,11000,6500,24049
IN,Wabash,36373IN0020007,EPO,6500,13000,6850,24050
IN,Wabash,36373IN0020008,EPO,0,0,6850,24051
IN,Wabash,36373IN0020009,EPO,2000,4000,6500,24052
IN,Wabash,50816IN0200001,HMO,2000,4000,6850,24053
IN,Wabash,50816IN0200004,HMO,2500,5000,6850,24054
IN,Wabash,50816IN0200007,HMO,3500,7000,4500,24055
IN,Wabash,50816IN0200010,HMO,3750,7500,6550,24056
IN,Wabash,50816IN0200013,HMO,5000,10000,6850,24057
IN,Wabash,50816IN0200016,HMO,6000,12000,6550,24058
IN,Wabash,50816IN0200022,HMO,1250,2500,6850,24059
IN,Wabash,50816IN0200025,HMO,6850,13700,6850,24060
IN,Wabash,50816IN0230010,POS,5000,10000,6850,24061
IN,Wabash,54192IN0010001,HMO,1000,2000,2000,24062
IN,Wabash,54192IN0010003,HMO,3500,7000,6500,24063
IN,Wabash,54192IN0010005,HMO,6650,13300,6850,24064
IN,Wabash,54192IN0020001,HMO,1000,2000,2000,24039
IN,Wabash,54192IN0020003,HMO,3500,7000,6500,24065
IN,Wabash,54192IN0020005,HMO,6650,13300,6850,24066
IN,Wabash,62033IN0010001,HMO,4800,9600,6850,24067
IN,Wabash,62033IN0010002,HMO,2500,5000,5500,24068
IN,Wabash,62033IN0010003,HMO,1500,3000,3500,24069
IN,Wabash,62033IN0010004,HMO,6200,12400,6850,24070
IN,Wabash,62033IN0010005,HMO,5000,10000,6600,24071
IN,Wabash,62033IN0010031,HMO,3500,7000,6000,24072
IN,Wabash,62033IN0020001,HMO,4800,9600,6850,24073
IN,Wabash,62033IN0020002,HMO,2500,5000,5500,24075
IN,Wabash,62033IN0020003,HMO,1500,3000,3500,24076
IN,Warren,17575IN0700020,HMO,6250,12500,6850,24077
IN,Warren,17575IN0700021,HMO,4850,9700,6850,24078
IN,Warren,17575IN0700023,HMO,6400,12800,6850,24079
IN,Warren,17575IN0700024,HMO,6300,12600,6300,24074
IN,Warren,17575IN0700025,HMO,4500,9000,6300,24081
IN,Warren,17575IN0700026,HMO,3500,7000,5250,24082
IN,Warren,17575IN0700027,HMO,2500,5000,6850,24083
IN,Warren,17575IN0700028,HMO,3000,6000,4000,24084
IN,Warren,17575IN0700029,HMO,6850,13700,6850,24085
IN,Warren,17575IN0700030,HMO,1500,3000,3450,24086
IN,Warren,17575IN0700031,HMO,5850,11700,6850,24087
IN,Warren,17575IN0700032,HMO,4950,9900,6850,24088
IN,Warren,17575IN0700033,HMO,6850,13700,6850,24089
IN,Warren,17575IN0700034,HMO,4250,8500,5250,24091
IN,Warren,17575IN0760002,POS,5000,10000,6850,24092
IN,Warren,17575IN0930005,HMO,2000,4000,6850,24093
IN,Warren,17575IN0930006,HMO,1000,2000,6000,24094
IN,Warren,33380IN0020001,HMO,750,1500,6000,24095
IN,Warren,33380IN0020002,HMO,3000,6000,4500,24096
IN,Warren,33380IN0020003,HMO,2500,5000,6350,24097
IN,Warren,33380IN0020004,HMO,2000,4000,5750,24098
IN,Warren,33380IN0020005,HMO,4500,9000,6200,24099
IN,Warren,33380IN0020006,HMO,6000,12000,6850,24090
IN,Warren,33380IN0020009,HMO,2500,5000,5000,24100
IN,Warren,33380IN0020011,HMO,6500,13000,6500,24101
IN,Warren,33380IN0040001,HMO,750,1500,6000,24102
IN,Warren,33380IN0040002,HMO,2000,4000,5750,24103
IN,Warren,33380IN0040003,HMO,6000,12000,6850,24104
IN,Warren,36373IN0020001,EPO,1000,2000,6850,23993
IN,Warren,36373IN0020002,EPO,3000,6000,6500,24105
IN,Warren,36373IN0020003,EPO,2000,4000,6850,24106
IN,Warren,36373IN0020004,EPO,3500,7000,6850,24107
IN,Warren,36373IN0020005,EPO,4500,9000,6850,24108
IN,Warren,36373IN0020006,EPO,5500,11000,6500,24109
IN,Warren,36373IN0020007,EPO,6500,13000,6850,24110
IN,Warren,36373IN0020008,EPO,0,0,6850,24111
IN,Warren,36373IN0020009,EPO,2000,4000,6500,24112
IN,Warren,50816IN0200001,HMO,2000,4000,6850,24113
IN,Warren,50816IN0200004,HMO,2500,5000,6850,24114
IN,Warren,50816IN0200007,HMO,3500,7000,4500,24115
IN,Warren,50816IN0200010,HMO,3750,7500,6550,24116
IN,Warren,50816IN0200013,HMO,5000,10000,6850,24117
IN,Warren,50816IN0200016,HMO,6000,12000,6550,24118
IN,Warren,50816IN0200022,HMO,1250,2500,6850,24119
IN,Warren,50816IN0200025,HMO,6850,13700,6850,24120
IN,Warren,50816IN0230010,POS,5000,10000,6850,24121
IN,Warren,62033IN0010001,HMO,4800,9600,6850,24122
IN,Warren,62033IN0010002,HMO,2500,5000,5500,24123
IN,Warren,62033IN0010003,HMO,1500,3000,3500,24125
IN,Warren,62033IN0010004,HMO,6200,12400,6850,24126
IN,Warren,62033IN0010005,HMO,5000,10000,6600,24127
IN,Warren,62033IN0010031,HMO,3500,7000,6000,24128
IN,Warren,62033IN0020001,HMO,4800,9600,6850,24129
IN,Warren,62033IN0020002,HMO,2500,5000,5500,24130
IN,Warren,62033IN0020003,HMO,1500,3000,3500,24131
IN,Warrick,17575IN0700020,HMO,6250,12500,6850,24132
IN,Warrick,17575IN0700021,HMO,4850,9700,6850,24133
IN,Warrick,17575IN0700023,HMO,6400,12800,6850,24134
IN,Warrick,17575IN0700024,HMO,6300,12600,6300,24136
IN,Warrick,17575IN0700025,HMO,4500,9000,6300,24137
IN,Warrick,17575IN0700026,HMO,3500,7000,5250,24138
IN,Warrick,17575IN0700027,HMO,2500,5000,6850,24139
IN,Warrick,17575IN0700028,HMO,3000,6000,4000,24141
IN,Warrick,17575IN0700029,HMO,6850,13700,6850,24142
IN,Warrick,17575IN0700030,HMO,1500,3000,3450,24143
IN,Warrick,17575IN0700031,HMO,5850,11700,6850,24144
IN,Warrick,17575IN0700032,HMO,4950,9900,6850,24145
IN,Warrick,17575IN0700033,HMO,6850,13700,6850,24140
IN,Warrick,17575IN0700034,HMO,4250,8500,5250,24147
IN,Warrick,17575IN0760002,POS,5000,10000,6850,24148
IN,Warrick,17575IN0930005,HMO,2000,4000,6850,24149
IN,Warrick,17575IN0930006,HMO,1000,2000,6000,24150
IN,Warrick,33380IN0020001,HMO,750,1500,6000,24151
IN,Warrick,33380IN0020002,HMO,3000,6000,4500,24152
IN,Warrick,33380IN0020003,HMO,2500,5000,6350,24153
IN,Warrick,33380IN0020004,HMO,2000,4000,5750,24154
IN,Warrick,33380IN0020005,HMO,4500,9000,6200,24155
IN,Warrick,33380IN0020006,HMO,6000,12000,6850,24156
IN,Warrick,33380IN0020009,HMO,2500,5000,5000,24157
IN,Warrick,33380IN0020011,HMO,6500,13000,6500,24158
IN,Warrick,33380IN0040001,HMO,750,1500,6000,24159
IN,Warrick,33380IN0040002,HMO,2000,4000,5750,24160
IN,Warrick,33380IN0040003,HMO,6000,12000,6850,24161
IN,Warrick,36373IN0020001,EPO,1000,2000,6850,24162
IN,Warrick,36373IN0020002,EPO,3000,6000,6500,24163
IN,Warrick,36373IN0020003,EPO,2000,4000,6850,24164
IN,Warrick,36373IN0020004,EPO,3500,7000,6850,24166
IN,Warrick,36373IN0020005,EPO,4500,9000,6850,24167
IN,Warrick,36373IN0020006,EPO,5500,11000,6500,24168
IN,Warrick,36373IN0020007,EPO,6500,13000,6850,24169
IN,Warrick,36373IN0020008,EPO,0,0,6850,24170
IN,Warrick,36373IN0020009,EPO,2000,4000,6500,24171
IN,Warrick,62033IN0010001,HMO,4800,9600,6850,24172
IN,Warrick,62033IN0010002,HMO,2500,5000,5500,24173
IN,Warrick,62033IN0010003,HMO,1500,3000,3500,24174
IN,Warrick,62033IN0010004,HMO,6200,12400,6850,24175
IN,Warrick,62033IN0010005,HMO,5000,10000,6600,24176
IN,Warrick,62033IN0010031,HMO,3500,7000,6000,24177
IN,Warrick,62033IN0020001,HMO,4800,9600,6850,24178
IN,Warrick,62033IN0020002,HMO,2500,5000,5500,24179
IN,Warrick,62033IN0020003,HMO,1500,3000,3500,24165
IN,Wayne,17575IN0700020,HMO,6250,12500,6850,24215
IN,Wayne,17575IN0700021,HMO,4850,9700,6850,24216
IN,Wayne,17575IN0700023,HMO,6400,12800,6850,24217
IN,Wayne,17575IN0700024,HMO,6300,12600,6300,24218
IN,Wayne,17575IN0700025,HMO,4500,9000,6300,24219
IN,Wayne,17575IN0700026,HMO,3500,7000,5250,24220
IN,Wayne,17575IN0700027,HMO,2500,5000,6850,24221
IN,Wayne,17575IN0700028,HMO,3000,6000,4000,24222
IN,Wayne,17575IN0700029,HMO,6850,13700,6850,24223
IN,Wayne,17575IN0700030,HMO,1500,3000,3450,24224
IN,Wayne,17575IN0700031,HMO,5850,11700,6850,24225
IN,Wayne,17575IN0700032,HMO,4950,9900,6850,24226
IN,Wayne,17575IN0700033,HMO,6850,13700,6850,24227
IN,Wayne,17575IN0700034,HMO,4250,8500,5250,24228
IN,Wayne,17575IN0760002,POS,5000,10000,6850,24230
IN,Wayne,17575IN0930005,HMO,2000,4000,6850,24231
IN,Wayne,17575IN0930006,HMO,1000,2000,6000,24232
IN,Wayne,36373IN0020001,EPO,1000,2000,6850,24233
IN,Wayne,36373IN0020002,EPO,3000,6000,6500,24234
IN,Wayne,36373IN0020003,EPO,2000,4000,6850,24235
IN,Wayne,36373IN0020004,EPO,3500,7000,6850,24236
IN,Wayne,36373IN0020005,EPO,4500,9000,6850,24237
IN,Wayne,36373IN0020006,EPO,5500,11000,6500,24238
IN,Wayne,36373IN0020007,EPO,6500,13000,6850,24239
IN,Wayne,36373IN0020008,EPO,0,0,6850,24240
IN,Wayne,36373IN0020009,EPO,2000,4000,6500,24241
IN,Wayne,62033IN0010001,HMO,4800,9600,6850,24242
IN,Wayne,62033IN0010002,HMO,2500,5000,5500,24243
IN,Wayne,62033IN0010003,HMO,1500,3000,3500,24244
IN,Wayne,62033IN0010004,HMO,6200,12400,6850,24245
IN,Wayne,62033IN0010005,HMO,5000,10000,6600,24246
IN,Wayne,62033IN0010031,HMO,3500,7000,6000,24247
IN,Wayne,62033IN0020001,HMO,4800,9600,6850,24248
IN,Wayne,62033IN0020002,HMO,2500,5000,5500,24249
IN,Wayne,62033IN0020003,HMO,1500,3000,3500,24250
IN,Wells,17575IN0700020,HMO,6250,12500,6850,24251
IN,Wells,17575IN0700021,HMO,4850,9700,6850,24252
IN,Wells,17575IN0700023,HMO,6400,12800,6850,24253
IN,Wells,17575IN0700024,HMO,6300,12600,6300,24255
IN,Wells,17575IN0700025,HMO,4500,9000,6300,24256
IN,Wells,17575IN0700026,HMO,3500,7000,5250,24257
IN,Wells,17575IN0700027,HMO,2500,5000,6850,24258
IN,Wells,17575IN0700028,HMO,3000,6000,4000,24260
IN,Wells,17575IN0700029,HMO,6850,13700,6850,24261
IN,Wells,17575IN0700030,HMO,1500,3000,3450,24262
IN,Wells,17575IN0700031,HMO,5850,11700,6850,24263
IN,Wells,17575IN0700032,HMO,4950,9900,6850,24264
IN,Wells,17575IN0700033,HMO,6850,13700,6850,24259
IN,Wells,17575IN0700034,HMO,4250,8500,5250,24266
IN,Wells,17575IN0760002,POS,5000,10000,6850,24267
IN,Wells,17575IN0930005,HMO,2000,4000,6850,24268
